"movieId","title","year"
4746,"Waking Up in Reno",2002
4774,"Big Trouble",2002
5025,"Orange County",2002
5046,"Impostor",2002
5047,"Kung Pow: Enter the Fist",2002
5048,"Snow Dogs",2002
5064,"The Count of Monte Cristo",2002
5065,"Mothman Prophecies, The",2002
5066,"Walk to Remember, A",2002
5080,"Slackers",2002
5092,"Big Fat Liar",2002
5093,"Collateral Damage",2002
5094,"Rollerball",2002
5106,"Crossroads",2002
5107,"Hart's War",2002
5108,"John Q",2002
5109,"Return to Never Land",2002
5127,"Dragonfly",2002
5128,"Queen of the Damned",2002
5151,"40 Days and 40 Nights",2002
5152,"We Were Soldiers",2002
5170,"All About the Benjamins",2002
5171,"Time Machine, The",2002
5172,"Full Frontal",2002
5218,"Ice Age",2002
5219,"Resident Evil",2002
5220,"Showtime",2002
5254,"Blade II",2002
5255,"Sorority Boys",2002
5256,"Stolen Summer",2002
5264,"Clockstoppers",2002
5265,"Death to Smoochy",2002
5266,"Panic Room",2002
5267,"Rookie, The",2002
5282,"High Crimes",2002
5283,"National Lampoon's Van Wilder",2002
5293,"Changing Lanes",2002
5295,"New Best Friend",2002
5296,"Sweetest Thing, The",2002
5297,"Cat's Meow, The",2002
5299,"My Big Fat Greek Wedding",2002
5312,"Murder by Numbers",2002
5313,"Scorpion King, The",2002
5323,"Jason X",2002
5324,"Life or Something Like It",2002
5329,"Salton Sea, The",2002
5348,"Hollywood Ending",2002
5349,"Spider-Man",2002
5363,"New Guy, The",2002
5364,"Unfaithful",2002
5377,"About a Boy",2002
5378,"Star Wars: Episode II - Attack of the Clones",2002
5380,"Importance of Being Earnest, The",2002
5387,"Enough",2002
5388,"Insomnia",2002
5389,"Spirit: Stallion of the Cimarron",2002
5400,"Sum of All Fears, The",2002
5401,"Undercover Brother",2002
5414,"Bad Company",2002
5415,"Divine Secrets of the Ya-Ya Sisterhood",2002
5418,"Bourne Identity, The",2002
5419,"Scooby-Doo",2002
5420,"Windtalkers",2002
5421,"Dangerous Lives of Altar Boys, The",2002
5443,"Juwanna Mann",2002
5444,"Lilo & Stitch",2002
5445,"Minority Report",2002
5446,"Rabbit-Proof Fence",2002
5447,"Sunshine State",2002
5448,"Hey Arnold! The Movie",2002
5449,"Mr. Deeds",2002
5451,"Pumpkin",2002
5458,"Like Mike",2002
5459,"Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2)",2002
5460,"Powerpuff Girls, The",2002
5462,"Crocodile Hunter: Collision Course, The",2002
5463,"Reign of Fire",2002
5464,"Road to Perdition",2002
5476,"Halloween: Resurrection (Halloween 8)",2002
5478,"Eight Legged Freaks",2002
5479,"K-19: The Widowmaker",2002
5480,"Stuart Little 2",2002
5481,"Austin Powers in Goldmember",2002
5482,"Country Bears, The",2002
5483,"Kid Stays in the Picture, The",2002
5485,"Tadpole",2002
5501,"Master of Disguise, The",2002
5502,"Signs",2002
5504,"Spy Kids 2: The Island of Lost Dreams",2002
5505,"Good Girl, The",2002
5506,"Blood Work",2002
5507,"xXx",2002
5508,"24 Hour Party People",2002
5509,"Biggie and Tupac",2002
5511,"Pandora's Box",2002
5513,"Martin Lawrence Live: Runteldat",2002
5523,"Adventures of Pluto Nash, The",2002
5524,"Blue Crush",2002
5527,"Possession",2002
5528,"One Hour Photo",2002
5529,"Serving Sara",2002
5530,"Simone (S1m0ne)",2002
5531,"Undisputed",2002
5556,"FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com)",2002
5558,"Love and a Bullet",2002
5564,"Swimfan",2002
5572,"Barbershop",2002
5573,"Stealing Harvard",2002
5574,"Transporter, The",2002
5577,"Igby Goes Down",2002
5609,"Ballistic: Ecks vs. Sever",2002
5610,"Banger Sisters, The",2002
5611,"Four Feathers, The",2002
5613,"8 Women",2002
5617,"Secretary",2002
5619,"Trials of Henry Kissinger, The",2002
5620,"Sweet Home Alabama",2002
5621,"Tuxedo, The",2002
5623,"Crazy as Hell",2002
5624,"Just a Kiss",2002
5625,"Moonlight Mile",2002
5627,"Skins",2002
5629,"Jonah: A VeggieTales Movie",2002
5630,"Red Dragon",2002
5632,"Bloody Sunday",2002
5633,"Heaven",2002
5663,"Below",2002
5665,"Knockaround Guys",2002
5666,"Rules of Attraction, The",2002
5667,"Tuck Everlasting",2002
5668,"White Oleander",2002
5669,"Bowling for Columbine",2002
5670,"Comedian",2002
5673,"Punch-Drunk Love",2002
5674,"Safe Conduct (Laissez-Passer)",2002
5675,"Swept Away",2002
5677,"Abandon",2002
5679,"Ring, The",2002
5680,"Auto Focus",2002
5684,"Naqoyqatsi",2002
5685,"Real Women Have Curves",2002
5784,"Ghost Ship",2002
5785,"Jackass: The Movie",2002
5787,"Truth About Charlie, The",2002
5788,"All or Nothing",2002
5791,"Frida",2002
5792,"Roger Dodger",2002
5803,"I Spy",2002
5804,"Santa Clause 2, The",2002
5809,"Femme Fatale",2002
5810,"8 Mile",2002
5812,"Far from Heaven",2002
5815,"Half Past Dead",2002
5816,"Harry Potter and the Chamber of Secrets",2002
5817,"Ararat",2002
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El)",2002
5820,"Standing in the Shadows of Motown",2002
5824,"Liberty Stands Still",2002
5829,"Men with Brooms",2002
5832,"Left Behind II: Tribulation Force",2002
5833,"Dog Soldiers",2002
5872,"Die Another Day",2002
5873,"The Emperor's Club",2002
5874,"Friday After Next",2002
5875,"Personal Velocity",2002
5876,"Quiet American, The",2002
5878,"Talk to Her (Hable con Ella)",2002
5879,"Eight Crazy Nights (Adam Sandler's Eight Crazy Nights)",2002
5881,"Solaris",2002
5882,"Treasure Planet",2002
5883,"They",2002
5900,"Analyze That",2002
5901,"Empire",2002
5902,"Adaptation",2002
5903,"Equilibrium",2002
5941,"Drumline",2002
5942,"Hot Chick, The",2002
5943,"Maid in Manhattan",2002
5944,"Star Trek: Nemesis",2002
5945,"About Schmidt",2002
5947,"Evelyn",2002
5951,"Morvern Callar",2002
5952,"Lord of the Rings: The Two Towers, The",2002
5954,"25th Hour",2002
5955,"Antwone Fisher",2002
5956,"Gangs of New York",2002
5957,"Two Weeks Notice",2002
5958,"Wild Thornberrys Movie, The",2002
5959,"Narc",2002
5989,"Catch Me If You Can",2002
5990,"Pinocchio",2002
5991,"Chicago",2002
5992,"Hours, The",2002
5993,"Max",2002
5994,"Nicholas Nickleby",2002
5995,"Pianist, The",2002
5996,"Sonny",2002
6002,"Love Liza",2002
6003,"Confessions of a Dangerous Mind",2002
6011,"Wisegirls",2002
6016,"City of God (Cidade de Deus)",2002
6017,"Divine Intervention (Yadon ilaheyya)",2002
6041,"Amen.",2002
6042,"Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin)",2002
6060,"Guru, The",2002
6062,"Lost in La Mancha",2002
6063,"May",2002
6162,"Gerry",2002
6163,"He Loves Me... He Loves Me Not (_ la folie... pas du tout)",2002
6193,"Poolhall Junkies",2002
6195,"Stone Reader",2002
6197,"Spider",2002
6207,"Slaughter Rule, The",2002
6214,"Irreversible (Irréversible)",2002
6218,"Bend It Like Beckham",2002
6268,"Raising Victor Vargas",2002
6269,"Stevie",2002
6279,"Good Thief, The",2002
6281,"Phone Booth",2002
6286,"Man Without a Past, The (Mies vailla menneisyyttä)",2002
6288,"Better Luck Tomorrow",2002
6291,"Lilya 4-Ever (Lilja 4-ever)",2002
6326,"City of Ghosts",2002
6330,"People I Know",2002
6331,"Spellbound",2002
6334,"Blue Car",2002
6335,"Dancer Upstairs, The",2002
6336,"Marooned in Iraq (Gomgashtei dar Aragh)",2002
6339,"Man on the Train (Homme du train, L')",2002
6368,"Cinemania",2002
6370,"Spanish Apartment, The (L'auberge espagnole)",2002
6376,"Respiro",2002
6382,"Together (Han ni Zai Yiki)",2002
6385,"Whale Rider",2002
6486,"Hard Word, The",2002
6488,"Jet Lag (Décalage horaire)",2002
6502,"28 Days Later",2002
6542,"Cuckoo, The (Kukushka)",2002
6552,"Dirty Pretty Things",2002
6554,"Garage Days",2002
6591,"Magdalene Sisters, The",2002
6592,"Secret Lives of Dentists, The",2002
6598,"Step Into Liquid",2002
6692,"Stoked: The Rise and Fall of Gator",2002
6696,"Bollywood/Hollywood",2002
6704,"Home Room",2002
6707,"Cabin Fever",2002
6710,"Dummy",2002
6737,"Super Sucker",2002
6755,"Bubba Ho-tep",2002
6760,"In This World",2002
6762,"Yossi & Jagger",2002
6772,"To Be and to Have (_tre et avoir)",2002
6869,"Bus 174 (_nibus 174)",2002
6897,"Unconditional Love",2002
6898,"Sweet Sixteen",2002
6902,"Interstate 60",2002
6909,"Eye, The (Gin gwai) (Jian gui)",2002
6962,"OT: Our Town",2002
6963,"Devil's Playground",2002
6965,"Journeys with George",2002
7090,"Hero (Ying xiong)",2002
7139,"In America",2002
7168,"Secret Things (Choses secrètes)",2002
7349,"Broken Wings (Knafayim Shvurot)",2002
7352,"Wilbur Wants to Kill Himself",2002
7646,"Rose Red",2002
7789,"11'09""01 - September 11",2002
7827,"Cypher",2002
7879,"Notorious C.H.O.",2002
7976,"Ken Park",2002
7981,"Infernal Affairs (Mou gaan dou)",2002
8011,"Weather Underground, The",2002
8013,"I'm with Lucy",2002
8019,"Dark Water (Honogurai mizu no soko kara)",2002
8062,"Dahmer",2002
8127,"First $20 Million Is Always the Hardest, The",2002
8327,"Dolls",2002
8588,"Killing Me Softly",2002
8753,"Unprecedented: The 2000 Presidential Election",2002
27391,"Laramie Project, The",2002
27408,"Ripley's Game",2002
27420,"Teknolust",2002
27434,"Darkness",2002
27478,"Ali G Indahouse",2002
27482,"Cube 2: Hypercube",2002
27515,"Balzac and the Little Chinese Seamstress (Xiao cai feng)",2002
27555,"Fubar",2002
27564,"Sex Is Comedy",2002
27592,"Sympathy for Mr. Vengeance (Boksuneun naui geot)",2002
27731,"Cat Returns, The (Neko no ongaeshi)",2002
27741,"Twilight Samurai, The (Tasogare Seibei)",2002
27772,"Ju-on: The Grudge",2002
31133,"Deathwatch",2002
32392,"800 Bullets (800 Balas)",2002
32914,"Carrie",2002
33410,"Crackerjack",2002
36545,"G",2002
52730,"It's a Very Merry Muppet Christmas Movie",2002
55031,"Evening with Kevin Smith, An",2002
64167,"Dinotopia",2002
69917,"Slap Shot 2: Breaking the Ice",2002
76709,"Spider-Man: The Ultimate Villain Showdown",2002
95588,"Balto: Wolf Quest",2002
121190,"When in Rome",2002
