"movieId","title","year"
73268,"Daybreakers",2010
73319,"Leap Year",2010
73321,"Book of Eli, The",2010
74154,"When in Rome",2010
74156,"Edge of Darkness",2010
74324,"Temple Grandin",2010
74450,"Valentine's Day",2010
74452,"Wolfman, The",2010
74458,"Shutter Island",2010
74530,"Percy Jackson & the Olympians: The Lightning Thief",2010
74532,"Cop Out",2010
74545,"Ghost Writer, The",2010
74685,"Crazies, The",2010
74688,"Dear John",2010
74789,"Alice in Wonderland",2010
74795,"Green Zone",2010
74851,"From Paris with Love",2010
74916,"Greenberg",2010
74944,"Brooklyn's Finest",2010
74946,"She's Out of My League",2010
75341,"Remember Me",2010
75805,"Bounty Hunter, The",2010
75985,"Repo Men",2010
76077,"Hot Tub Time Machine",2010
76093,"How to Train Your Dragon",2010
76175,"Clash of the Titans",2010
76251,"Kick-Ass",2010
76293,"Date Night",2010
76755,"Peacock",2010
76763,"Runaways, The",2010
77364,"Losers, The",2010
77414,"Last Song, The",2010
77421,"Cyrus",2010
77455,"Exit Through the Gift Shop",2010
77561,"Iron Man 2",2010
77629,"Reindeerspotting - Pako joulumaasta",2010
77667,"MacGruber",2010
77798,"Nightmare on Elm Street, A",2010
77800,"Four Lions",2010
77837,"You Don't Know Jack",2010
77866,"Robin Hood",2010
78034,"Cemetery Junction",2010
78039,"Blue Valentine",2010
78041,"Killers",2010
78088,"Buried",2010
78105,"Prince of Persia: The Sands of Time",2010
78174,"Sex and the City 2",2010
78209,"Get Him to the Greek",2010
78218,"Unthinkable",2010
78264,"Back-up Plan, The",2010
78316,"Letters to Juliet",2010
78469,"A-Team, The",2010
78499,"Toy Story 3",2010
78517,"Joan Rivers: A Piece of Work",2010
78574,"Winter's Bone",2010
78633,"Casino Jack and the United States of Money",2010
78637,"Shrek Forever After (a.k.a. Shrek: The Final Chapter)",2010
78679,"Killer Inside Me, The",2010
78772,"Twilight Saga: Eclipse, The",2010
78893,"Last Airbender, The",2010
79057,"Predators",2010
79091,"Despicable Me",2010
79132,"Inception",2010
79134,"Grown Ups",2010
79139,"Sorcerer's Apprentice, The",2010
79185,"Knight and Day",2010
79224,"Karate Kid, The",2010
79242,"Kids Are All Right, The",2010
79274,"Batman: Under the Red Hood",2010
79293,"Salt",2010
79428,"Dinner for Schmucks",2010
79553,"Ip Man 2",2010
79572,"Ramona and Beezus",2010
79588,"Charlie St. Cloud",2010
79592,"Other Guys, The",2010
79599,"Operation Endgame",2010
79677,"Two Escobars, The",2010
79695,"Expendables, The",2010
79702,"Scott Pilgrim vs. the World",2010
79720,"Animal Kingdom",2010
79796,"Centurion",2010
79870,"Smash His Camera",2010
79879,"Piranha (Piranha 3D)",2010
80094,"Last Exorcism, The",2010
80126,"American, The",2010
80166,"Switch, The",2010
80219,"Machete",2010
80222,"Step Up 3D",2010
80241,"Going the Distance",2010
80363,"Resident Evil: Afterlife",2010
80398,"22 Bullets (L'immortel)",2010
80463,"Social Network, The",2010
80489,"Town, The",2010
80549,"Easy A",2010
80551,"Eat Pray Love",2010
80572,"I'm Still Here",2010
80586,"Flipped",2010
80590,"Wall Street: Money Never Sleeps",2010
80615,"Legend of the Guardians: The Owls of Ga'Hoole",2010
80693,"It's Kind of a Funny Story",2010
80779,"Every Day",2010
80831,"Let Me In",2010
80846,"Devil",2010
80860,"Life as We Know It",2010
80862,"Catfish",2010
80864,"You Will Meet a Tall Dark Stranger",2010
80906,"Inside Job",2010
80917,"Monsters",2010
80928,"David Cross: Bigger & Blackerer",2010
80939,"Conviction",2010
80969,"Never Let Me Go",2010
81156,"Jackass 3D",2010
81158,"Restrepo",2010
81191,"Waiting for Superman",2010
81229,"Red",2010
81257,"In a Better World (Hævnen)",2010
81417,"Paranormal Activity 2",2010
81537,"Due Date",2010
81562,"127 Hours",2010
81564,"Megamind",2010
81591,"Black Swan",2010
81641,"Fair Game",2010
81784,"Morning Glory",2010
81788,"Next Three Days, The",2010
81791,"Somewhere",2010
81804,"Wild Target",2010
81817,"Carlos",2010
81834,"Harry Potter and the Deathly Hallows: Part 1",2010
81845,"King's Speech, The",2010
81847,"Tangled",2010
81932,"Fighter, The",2010
82022,"Reef, The",2010
82037,"Tillman Story, The",2010
82053,"Casino Jack",2010
82093,"London Boulevard",2010
82095,"Skyline",2010
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",2010
82202,"Tourist, The",2010
82242,"Rare Exports: A Christmas Tale (Rare Exports)",2010
82378,"All Good Things",2010
82459,"True Grit",2010
82461,"Tron: Legacy",2010
82499,"How Do You Know",2010
82527,"Barney's Version",2010
82534,"Company Men, The",2010
82767,"Rabbit Hole",2010
82852,"Little Fockers",2010
83067,"And Soon the Darkness",2010
83086,"Burlesque",2010
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti)",2010
83134,"Tucker & Dale vs Evil",2010
83177,"Yogi Bear",2010
83293,"Waste Land",2010
83302,"Last Night",2010
83803,"Day & Night",2010
83827,"Marwencol",2010
83912,"Frankie and Alice",2010
84156,"Happy People: A Year in the Taiga",2010
84189,"I Spit on Your Grave",2010
84696,"Burke and Hare",2010
84770,"Client 9: The Rise and Fall of Eliot Spitzer",2010
84957,"Tempest, The",2010
84980,"Lapland Odyssey (Napapiirin sankarit)",2010
85342,"Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora _ Outro)",2010
85372,"Potiche",2010
85394,"Cave of Forgotten Dreams",2010
85401,"Super",2010
85774,"Senna",2010
85780,"Family Guy Presents: It's a Trap",2010
85788,"Insidious",2010
86142,"13 Assassins (Jûsan-nin no shikaku)",2010
86345,"Louis C.K.: Hilarious",2010
86781,"Incendies",2010
86892,"Man from Nowhere, The (Ajeossi)",2010
86922,"Nothing to Declare (Rien _ déclarer)",2010
87079,"Trust",2010
87105,"Open Season 3",2010
87234,"Submarine",2010
87298,"Everything Must Go",2010
87304,"Beginners",2010
88468,"Alpha and Omega",2010
89000,"Carancho",2010
89102,"Freakonomics",2010
89780,"Sherlock Holmes",2010
89877,"Main Street",2010
