"movieId","title","year"
50151,"Home of the Brave",2007
50153,"Code Name: The Cleaner",2007
50158,"Stomp the Yard",2007
50162,"Arthur and the Invisibles",2007
50442,"Alpha Dog",2007
50445,"Hitcher, The",2007
50601,"Bridge to Terabithia",2007
50685,"Waitress",2007
50796,"Blood and Chocolate",2007
50798,"Epic Movie",2007
50800,"Messengers, The",2007
50802,"Because I Said So",2007
50804,"Hannibal Rising",2007
50806,"Norbit",2007
50872,"Ratatouille",2007
50923,"Astronaut Farmer, The",2007
51077,"Ghost Rider",2007
51080,"Breach",2007
51084,"Music and Lyrics",2007
51086,"Number 23, The",2007
51088,"Reno 911!: Miami",2007
51255,"Hot Fuzz",2007
51412,"Next",2007
51540,"Zodiac",2007
51575,"Wild Hogs",2007
51662,"300",2007
51698,"Last Mimzy, The",2007
51834,"Becoming Jane",2007
51903,"I Think I Love My Wife",2007
51925,"Premonition",2007
51927,"Dead Silence",2007
51931,"Reign Over Me",2007
51935,"Shooter",2007
51937,"Hills Have Eyes II, The",2007
51939,"TMNT (Teenage Mutant Ninja Turtles)",2007
52241,"Lookout, The",2007
52245,"Blades of Glory",2007
52279,"Are We Done Yet?",2007
52281,"Grindhouse",2007
52283,"Reaping, The",2007
52285,"Firehouse Dog",2007
52287,"Meet the Robinsons",2007
52328,"Sunshine",2007
52375,"Hoax, The",2007
52456,"Perfect Stranger",2007
52458,"Disturbia",2007
52460,"Pathfinder",2007
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007
52579,"Vie en Rose, La (Môme, La)",2007
52604,"Fracture",2007
52644,"Vacancy",2007
52668,"In the Land of Women",2007
52694,"Mr. Bean's Holiday",2007
52712,"Invisible, The",2007
52715,"Kickin It Old Skool",2007
52717,"Condemned, The",2007
52722,"Spider-Man 3",2007
52724,"Lucky You",2007
52867,"Ex, The",2007
52973,"Knocked Up",2007
52975,"Hairspray",2007
53000,"28 Weeks Later",2007
53002,"Georgia Rule",2007
53004,"Delta Farce",2007
53121,"Shrek the Third",2007
