"movieId","title","year"
2769,"Yards, The",2000
3177,"Next Friday",2000
3190,"Supernova",2000
3225,"Down to You",2000
3239,"Isn't She Great?",2000
3273,"Scream 3",2000
3275,"Boondock Saints, The",2000
3276,"Gun Shy",2000
3279,"Knockout",2000
3285,"Beach, The",2000
3286,"Snow Day",2000
3287,"Tigger Movie, The",2000
3298,"Boiler Room",2000
3299,"Hanging Up",2000
3300,"Pitch Black",2000
3301,"Whole Nine Yards, The",2000
3303,"Black Tar Heroin: The Dark End of the Street",2000
3316,"Reindeer Games",2000
3317,"Wonder Boys",2000
3322,"3 Strikes",2000
3323,"Chain of Fools",2000
3324,"Drowning Mona",2000
3325,"Next Best Thing, The",2000
3326,"What Planet Are You From?",2000
3354,"Mission to Mars",2000
3408,"Erin Brockovich",2000
3409,"Final Destination",2000
3452,"Romeo Must Die",2000
3453,"Here on Earth",2000
3454,"Whatever It Takes",2000
3457,"Waking the Dead",2000
3481,"High Fidelity",2000
3483,"Road to El Dorado, The",2000
3484,"Skulls, The",2000
3510,"Frequency",2000
3511,"Ready to Rumble",2000
3512,"Return to Me",2000
3513,"Rules of Engagement",2000
3515,"Me Myself I",2000
3534,"28 Days",2000
3535,"American Psycho",2000
3536,"Keeping the Faith",2000
3537,"Where the Money Is",2000
3539,"Filth and the Fury, The",2000
3553,"Gossip",2000
3554,"Love and Basketball",2000
3555,"U-571",2000
3563,"Crow: Salvation, The",2000
3564,"Flintstones in Viva Rock Vegas, The",2000
3565,"Where the Heart Is",2000
3566,"Big Kahuna, The",2000
3567,"Bossa Nova",2000
3571,"Time Code",2000
3578,"Gladiator",2000
3579,"I Dreamed of Africa",2000
3580,"Up at the Villa",2000
3593,"Battlefield Earth",2000
3594,"Center Stage",2000
3596,"Screwed",2000
3597,"Whipped",2000
3598,"Hamlet",2000
3615,"Dinosaur",2000
3616,"Loser",2000
3617,"Road Trip",2000
3618,"Small Time Crooks",2000
3623,"Mission: Impossible II",2000
3624,"Shanghai Noon",2000
3646,"Big Momma's House",2000
3717,"Gone in 60 Seconds",2000
3719,"Love's Labour's Lost",2000
3721,"Trixie",2000
3743,"Boys and Girls",2000
3744,"Shaft",2000
3745,"Titan A.E.",2000
3750,"Boricua's Bond",2000
3751,"Chicken Run",2000
3752,"Me, Myself & Irene",2000
3753,"Patriot, The",2000
3754,"Adventures of Rocky and Bullwinkle, The",2000
3755,"Perfect Storm, The",2000
3756,"Golden Bowl, The",2000
3784,"Kid, The",2000
3785,"Scary Movie",2000
3793,"X-Men",2000
3794,"Chuck & Buck",2000
3797,"In Crowd, The",2000
3798,"What Lies Beneath",2000
3799,"Pokémon the Movie 2000",2000
3820,"Thomas and the Magic Railroad",2000
3821,"Nutty Professor II: The Klumps",2000
3824,"Autumn in New York",2000
3825,"Coyote Ugly",2000
3826,"Hollow Man",2000
3827,"Space Cowboys",2000
3830,"Psycho Beach Party",2000
3831,"Saving Grace",2000
3851,"I'm the One That I Want",2000
3852,"Tao of Steve, The",2000
3857,"Bless the Child",2000
3858,"Cecil B. DeMented",2000
3859,"Eyes of Tammy Faye, The",2000
3860,"Opportunists, The",2000
3861,"Replacements, The",2000
3863,"Cell, The",2000
3865,"Original Kings of Comedy, The",2000
3866,"Sunset Strip",2000
3879,"Art of War, The",2000
3880,"Ballad of Ramblin' Jack, The",2000
3881,"Phish: Bittersweet Motel",2000
3882,"Bring It On",2000
3886,"Steal This Movie!",2000
3888,"Skipped Parts",2000
3889,"Highlander: Endgame (Highlander IV)",2000
3893,"Nurse Betty",2000
3895,"Watcher, The",2000
3896,"Way of the Gun, The",2000
3897,"Almost Famous",2000
3898,"Bait",2000
3900,"Crime and Punishment in Suburbia",2000
3901,"Duets",2000
3903,"Urbania",2000
3905,"Specials, The",2000
3906,"Under Suspicion",2000
3908,"Urban Legends: Final Cut",2000
3909,"Woman on Top",2000
3910,"Dancer in the Dark",2000
3911,"Best in Show",2000
3912,"Beautiful",2000
3915,"Girlfight",2000
3916,"Remember the Titans",2000
3943,"Bamboozled",2000
3944,"Bootmen",2000
3945,"Digimon: The Movie",2000
3946,"Get Carter",2000
3948,"Meet the Parents",2000
3949,"Requiem for a Dream",2000
3950,"Tigerland",2000
3952,"Contender, The",2000
3953,"Dr. T and the Women",2000
3955,"Ladies Man, The",2000
3956,"Lost Souls",2000
3967,"Billy Elliot",2000
3968,"Bedazzled",2000
3969,"Pay It Forward",2000
3973,"Book of Shadows: Blair Witch 2",2000
3974,"Little Vampire, The",2000
3975,"Lucky Numbers",2000
3976,"Stardom",2000
3977,"Charlie's Angels",2000
3978,"Legend of Bagger Vance, The",2000
3979,"Little Nicky",2000
3980,"Men of Honor",2000
3981,"Red Planet",2000
3982,"What's Cooking?",2000
3983,"You Can Count on Me",2000
3986,"6th Day, The",2000
3987,"Bounce",2000
3988,"How the Grinch Stole Christmas (a.k.a. The Grinch)",2000
3990,"Rugrats in Paris: The Movie",2000
3991,"102 Dalmatians",2000
3992,"Malèna",2000
3993,"Quills",2000
3994,"Unbreakable",2000
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000
3997,"Dungeons & Dragons",2000
3998,"Proof of Life",2000
3999,"Vertical Limit",2000
4011,"Snatch",2000
4013,"Mr. Accident",2000
4014,"Chocolat",2000
4015,"Dude, Where's My Car?",2000
4016,"Emperor's New Groove, The",2000
4017,"Pollock",2000
4018,"What Women Want",2000
4019,"Finding Forrester",2000
4020,"Gift, The",2000
4021,"Before Night Falls",2000
4022,"Cast Away",2000
4023,"Family Man, The",2000
4024,"House of Mirth, The",2000
4025,"Miss Congeniality",2000
4027,"O Brother, Where Art Thou?",2000
4028,"Songcatcher",2000
4029,"State and Main",2000
4030,"Dracula 2000",2000
4031,"All the Pretty Horses",2000
4033,"Thirteen Days",2000
4034,"Traffic",2000
4035,"Claim, The",2000
4036,"Shadow of the Vampire",2000
4055,"Panic",2000
4072,"Faithless (Trolösa)",2000
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",2000
4142,"Left Behind: The Movie",2000
4144,"In the Mood For Love (Fa yeung nin wa)",2000
4152,"Vatel",2000
4156,"Company Man",2000
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",2000
4165,"Me You Them (Eu, Tu, Eles)",2000
4171,"Long Night's Journey Into Day",2000
4209,"Rated X",2000
4226,"Memento",2000
4235,"Amores Perros (Love's a Bitch)",2000
4236,"Keep the River on Your Right: A Modern Cannibal Tale",2000
4237,"Gleaners & I, The (Les glaneurs et la glaneuse)",2000
4242,"Beautiful Creatures",2000
4251,"Chopper",2000
4257,"Girl, The",2000
4258,"Low Down, The",2000
4259,"Luzhin Defence, The",2000
4269,"Rat",2000
4300,"Bread and Roses",2000
4313,"Man Who Cried, The",2000
4334,"Yi Yi",2000
4347,"Divided We Fall (Musíme si pomáhat)",2000
4365,"Pavilion of Women",2000
4378,"Sexy Beast",2000
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",2000
4383,"Crimson Rivers, The (Rivières pourpres, Les)",2000
4384,"Lumumba",2000
4390,"Rape Me (Baise-moi)",2000
4640,"Brother",2000
4642,"Hedwig and the Angry Inch",2000
4644,"Bread and Tulips (Pane e tulipani)",2000
4646,"Greenfingers",2000
4738,"Happy Accidents",2000
4739,"Lisa Picard is Famous (a.k.a. Famous)",2000
4740,"Maybe Baby",2000
4741,"Together (Tillsammans)",2000
4769,"Into the Arms of Strangers: Stories of the Kindertransport",2000
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The",2000
4868,"Bangkok Dangerous",2000
4870,"Dancing at the Blue Iguana",2000
4877,"Better Than Sex",2000
4960,"Independent, The",2000
4996,"Little Otik (Otesánek)",2000
4997,"Convent, The",2000
5051,"Italian for Beginners (Italiensk for begyndere)",2000
5133,"Maryam",2000
5146,"Vampire Hunter D: Bloodlust (Banpaia hantâ D)",2000
5176,"Luminarias",2000
5221,"Harrison's Flowers",2000
5258,"George Washington",2000
5319,"Nine Queens (Nueve reinas)",2000
5423,"Gangster No. 1",2000
5515,"Songs From the Second Floor (Sånger från andra våningen)",2000
5517,"Nightcap (Merci pour le chocolat)",2000
5808,"Weight of Water, The",2000
5908,"Scarlet Diva",2000
5999,"Heavy Metal 2000",2000
6067,"Ordinary Decent Criminal",2000
6164,"Lockdown",2000
6344,"101 Reykjavik (101 Reykjavík)",2000
6648,"Chunhyang",2000
6820,"Ginger Snaps",2000
7022,"Battle Royale (Batoru rowaiaru)",2000
7038,"Things You Can Tell Just by Looking at Her",2000
7094,"Attraction",2000
7418,"American Nightmare, The",2000
7521,"Mercy",2000
7763,"Winter Sleepers (Winterschläfer)",2000
7842,"Dune",2000
7932,"Dark Days",2000
8258,"Citizen Toxie: The Toxic Avenger IV",2000
8453,"It Had to Be You",2000
8495,"Animal Factory",2000
27170,"Cherry Falls",2000
27204,"Cut",2000
