"movieId","title","year"
1598,"Desperate Measures",1998
1655,"Phantoms",1998
1679,"Chairman of the Board",1998
1680,"Sliding Doors",1998
1682,"Truman Show, The",1998
1727,"Horse Whisperer, The",1998
1732,"Big Lebowski, The",1998
1735,"Great Expectations",1998
1739,"3 Ninjas: High Noon On Mega Mountain",1998
1743,"Arguing the World",1998
1744,"Firestorm",1998
1746,"Senseless",1998
1748,"Dark City",1998
1752,"Hard Rain",1998
1753,"Half Baked",1998
1754,"Fallen",1998
1756,"Prophecy II, The",1998
1762,"Deep Rising",1998
1767,"Music From Another Room",1998
1769,"Replacement Killers, The",1998
1772,"Blues Brothers 2000",1998
1777,"Wedding Singer, The",1998
1779,"Sphere",1998
1783,"Palmetto",1998
1791,"Twilight",1998
1792,"U.S. Marshals",1998
1797,"Everest",1998
1798,"Hush",1998
1801,"Man in the Iron Mask, The",1998
1804,"Newton Boys, The",1998
1805,"Wild Things",1998
1806,"Paulie",1998
1807,"Cool, Dry Place, A",1998
1810,"Primary Colors",1998
1814,"Price Above Rubies, A",1998
1821,"Object of My Affection, The",1998
1822,"Meet the Deedles",1998
1825,"Player's Club, The",1998
1826,"Barney's Great Adventure",1998
1831,"Lost in Space",1998
1833,"Mercury Rising",1998
1835,"City of Angels",1998
1836,"Last Days of Disco, The",1998
1837,"Odd Couple II, The",1998
1839,"My Giant",1998
1840,"He Got Game",1998
1841,"Gingerbread Man, The",1998
1845,"Zero Effect",1998
1850,"I Love You, Don't Touch Me!",1998
1854,"Kissing a Fool",1998
1855,"Krippendorf's Tribe",1998
1856,"Kurt & Courtney",1998
1862,"Species II",1998
1863,"Major League: Back to the Minors",1998
1866,"Big Hit, The",1998
1867,"Tarzan and the Lost City",1998
1869,"Black Dog",1998
1870,"Dancer, Texas Pop. 81",1998
1873,"Misérables, Les",1998
1876,"Deep Impact",1998
1878,"Woo",1998
1881,"Quest for Camelot",1998
1882,"Godzilla",1998
1883,"Bulworth",1998
1884,"Fear and Loathing in Las Vegas",1998
1885,"Opposite of Sex, The",1998
1886,"I Got the Hook Up",1998
1887,"Almost Heroes",1998
1888,"Hope Floats",1998
1892,"Perfect Murder, A",1998
1894,"Six Days Seven Nights",1998
1895,"Can't Hardly Wait",1998
1896,"Cousin Bette",1998
1897,"High Art",1998
1898,"Land Girls, The",1998
1899,"Passion in the Desert",1998
1907,"Mulan",1998
1909,"X-Files: Fight the Future, The",1998
1911,"Dr. Dolittle",1998
1912,"Out of Sight",1998
1914,"Smoke Signals",1998
1916,"Buffalo '66 (a.k.a. Buffalo 66)",1998
1917,"Armageddon",1998
1918,"Lethal Weapon 4",1998
1919,"Madeline",1998
1920,"Small Soldiers",1998
1921,"Pi",1998
1922,"Whatever",1998
1923,"There's Something About Mary",1998
2006,"Mask of Zorro, The",1998
2007,"Polish Wedding",1998
2026,"Disturbing Behavior",1998
2027,"Jane Austen's Mafia!",1998
2028,"Saving Private Ryan",1998
2058,"Negotiator, The",1998
2059,"Parent Trap, The",1998
2060,"BASEketball",1998
2062,"Governess, The",1998
2107,"Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode)",1998
2125,"Ever After: A Cinderella Story",1998
2126,"Snake Eyes",1998
2128,"Safe Men",1998
2152,"Air Bud: Golden Receiver",1998
2153,"Avengers, The",1998
2154,"How Stella Got Her Groove Back",1998
2155,"Slums of Beverly Hills, The",1998
2156,"Best Man, The (Testimone dello sposo, Il)",1998
2157,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La)",1998
2165,"Your Friends and Neighbors",1998
2166,"Return to Paradise",1998
2167,"Blade",1998
2168,"Dance with Me",1998
2169,"Dead Man on Campus",1998
2170,"Wrongfully Accused",1998
2171,"Next Stop Wonderland",1998
2188,"54",1998
2190,"Why Do Fools Fall In Love?",1998
2195,"Dirty Work",1998
2231,"Rounders",1998
2236,"Simon Birch",1998
2237,"Without Limits",1998
2271,"Permanent Midnight",1998
2272,"One True Thing",1998
2273,"Rush Hour",1998
2275,"Six-String Samurai",1998
2276,"Soldier's Daughter Never Cries, A",1998
2278,"Ronin",1998
2279,"Urban Legend",1998
2280,"Clay Pigeons",1998
2282,"Pecker",1998
2292,"Overnight Delivery",1998
2294,"Antz",1998
2295,"Impostors, The",1998
2296,"Night at the Roxbury, A",1998
2297,"What Dreams May Come",1998
2298,"Strangeland",1998
2305,"Slam",1998
2306,"Holy Man",1998
2307,"One Tough Cop",1998
2309,"Inheritors, The (Siebtelbauern, Die)",1998
2310,"Mighty, The",1998
2314,"Beloved",1998
2315,"Bride of Chucky (Child's Play 4)",1998
2316,"Practical Magic",1998
2318,"Happiness",1998
2320,"Apt Pupil",1998
2321,"Pleasantville",1998
2322,"Soldier",1998
2323,"Cruise, The",1998
2328,"Vampires",1998
2329,"American History X",1998
2331,"Living Out Loud",1998
2332,"Belly",1998
2333,"Gods and Monsters",1998
2334,"Siege, The",1998
2335,"Waterboy, The",1998
2336,"Elizabeth",1998
2337,"Velvet Goldmine",1998
2338,"I Still Know What You Did Last Summer",1998
2339,"I'll Be Home For Christmas",1998
2340,"Meet Joe Black",1998
2341,"Dancing at Lughnasa",1998
2353,"Enemy of the State",1998
2354,"Rugrats Movie, The",1998
2355,"Bug's Life, A",1998
2356,"Celebrity",1998
2357,"Central Station (Central do Brasil)",1998
2359,"Waking Ned Devine (a.k.a. Waking Ned)",1998
2360,"Celebration, The (Festen)",1998
2384,"Babe: Pig in the City",1998
2385,"Home Fries",1998
2386,"Jerry Springer: Ringmaster",1998
2387,"Very Bad Things",1998
2389,"Psycho",1998
2390,"Little Voice",1998
2391,"Simple Plan, A",1998
2392,"Jack Frost",1998
2393,"Star Trek: Insurrection",1998
2394,"Prince of Egypt, The",1998
2395,"Rushmore",1998
2396,"Shakespeare in Love",1998
2424,"You've Got Mail",1998
2425,"General, The",1998
2427,"Thin Red Line, The",1998
2428,"Faculty, The",1998
2429,"Mighty Joe Young",1998
2431,"Patch Adams",1998
2432,"Stepmom",1998
2433,"Civil Action, A",1998
2434,"Down in the Delta",1998
2435,"Hurlyburly",1998
2440,"Another Day in Paradise",1998
2442,"Hilary and Jackie",1998
2443,"Playing by Heart",1998
2481,"My Name Is Joe",1998
2482,"Still Crazy",1998
2487,"Blood, Guts, Bullets and Octane",1998
2492,"20 Dates",1998
2494,"Last Days, The",1998
2499,"God Said 'Ha!'",1998
2542,"Lock, Stock & Two Smoking Barrels",1998
2545,"Relax... It's Just Sex",1998
2556,"Telling You",1998
2563,"Dangerous Beauty",1998
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)",1998
2579,"Following",1998
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",1998
2590,"Hideous Kinky",1998
2596,"SLC Punk!",1998
2607,"Get Real",1998
2621,"Xiu Xiu: The Sent-Down Girl (Tian yu)",1998
2624,"After Life (Wandafuru raifu)",1998
2679,"Finding North",1998
2681,"Free Enterprise",1998
2686,"Red Violin, The (Violon rouge, Le)",1998
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",1998
2692,"Run Lola Run (Lola rennt)",1998
2695,"Boys, The",1998
2696,"Dinner Game, The (Dîner de cons, Le)",1998
2705,"Late August, Early September (Fin août, début septembre)",1998
2765,"Acid House, The",1998
2766,"Adventures of Sebastian Cole, The",1998
2767,"Illuminata",1998
2843,"Black Cat, White Cat (Crna macka, beli macor)",1998
2884,"Dog Park",1998
2892,"New Rose Hotel",1998
2909,"Five Wives, Three Secretaries and Me",1998
2930,"Return with Honor",1998
3008,"Last Night",1998
3054,"Pokémon: The First Movie",1998
