"movieId","title","year"
53207,"88 Minutes",2008
55830,"Be Kind Rewind",2008
56949,"27 Dresses",2008
57368,"Cloverfield",2008
57520,"One Missed Call",2008
57526,"Untraceable",2008
57528,"Rambo (Rambo 4)",2008
57532,"Meet the Spartans",2008
57534,"Eye, The",2008
57536,"Strange Wilderness",2008
57538,"Over Her Dead Body",2008
57640,"Hellboy II: The Golden Army",2008
57669,"In Bruges",2008
57951,"Fool's Gold",2008
58025,"Jumper",2008
58047,"Definitely, Maybe",2008
58103,"Vantage Point",2008
58105,"Spiderwick Chronicles, The",2008
58107,"Step Up 2 the Streets",2008
58154,"Other Boleyn Girl, The",2008
58156,"Semi-Pro",2008
58293,"10,000 BC",2008
58295,"Bank Job, The",2008
58297,"Doomsday",2008
58299,"Horton Hears a Who!",2008
58315,"Love Guru, The",2008
58432,"What Just Happened",2008
58490,"Miss Pettigrew Lives for a Day",2008
58559,"Dark Knight, The",2008
58627,"Never Back Down",2008
58655,"Drillbit Taylor",2008
58803,"21",2008
58839,"Leatherheads",2008
58876,"Stop-Loss",2008
58889,"Business of Being Born, The",2008
58972,"Nim's Island",2008
58975,"Ruins, The",2008
58998,"Forgetting Sarah Marshall",2008
59014,"Superhero Movie",2008
59016,"Street Kings",2008
59022,"Harold & Kumar Escape from Guantanamo Bay",2008
59037,"Speed Racer",2008
59103,"Forbidden Kingdom, The",2008
59118,"Happy-Go-Lucky",2008
59126,"Religulous",2008
59256,"Deception",2008
59258,"Baby Mama",2008
59295,"Expelled: No Intelligence Allowed",2008
59306,"Prom Night",2008
59315,"Iron Man",2008
59333,"Made of Honor",2008
59369,"Taken",2008
59392,"Stargate: The Ark of Truth",2008
59421,"What Happens in Vegas...",2008
59501,"Chronicles of Narnia: Prince Caspian, The",2008
59615,"Indiana Jones and the Kingdom of the Crystal Skull",2008
59625,"Hey, Hey, It's Esther Blueburger",2008
59725,"Sex and the City",2008
59727,"Strangers, The",2008
59731,"Bigger, Stronger, Faster*",2008
59784,"Kung Fu Panda",2008
59900,"You Don't Mess with the Zohan",2008
59908,"Promotion, The",2008
60037,"Happening, The",2008
60040,"Incredible Hulk, The",2008
60044,"Baghead",2008
60069,"WALL·E",2008
60072,"Wanted",2008
60074,"Hancock",2008
60126,"Get Smart",2008
60161,"Futurama: The Beast with a Billion Backs",2008
60289,"Kit Kittredge: An American Girl",2008
60291,"Gonzo: The Life and Work of Dr. Hunter S. Thompson",2008
60333,"Encounters at the End of the World",2008
60382,"Roman Polanski: Wanted and Desired",2008
60397,"Mamma Mia!",2008
60408,"Welcome to the Sticks (Bienvenue chez les Ch'tis)",2008
60514,"Journey to the Center of the Earth",2008
60516,"Meet Dave",2008
60647,"Transsiberian",2008
60674,"Stargate: Continuum",2008
60753,"Felon",2008
60756,"Step Brothers",2008
60758,"Brideshead Revisited",2008
60760,"X-Files: I Want to Believe, The",2008
60763,"American Teen",2008
60766,"Man on Wire",2008
60937,"Mummy: Tomb of the Dragon Emperor, The",2008
60939,"Swing Vote",2008
60948,"Bottle Shock",2008
60950,"Vicky Cristina Barcelona",2008
61024,"Pineapple Express",2008
61071,"Sisterhood of the Traveling Pants 2, The",2008
61132,"Tropic Thunder",2008
61160,"Star Wars: The Clone Wars",2008
61167,"Henry Poole is Here",2008
61210,"Mutant Chronicles",2008
61236,"Waltz with Bashir (Vals im Bashir)",2008
61240,"Let the Right One In (Låt den rätte komma in)",2008
61246,"Hamlet 2",2008
61248,"Death Race",2008
61250,"House Bunny, The",2008
61255,"Rocker, The",2008
61262,"Mirrors",2008
